06,08,9500,500,11000,500
13,21,400,141
13,23,400,141
13,39,300,141
13,38,300,141
13,10,300,141
13,40,300,141
13,05,400,223
13,04,400,223
13,30,200,100
11,22,9500,500,11000,500
12,24,7500,500
27,20,7500,500
28,18,7500,500
26,17,9500,500,11000,500
21,13,400,141
21,23,400,141
21,39,300,141
21,38,300,141
21,10,300,141
21,40,300,141
21,05,400,223
21,04,400,223
21,30,200,100
23,13,400,141
23,21,400,141
23,39,300,141
23,38,300,141
23,10,300,141
23,40,300,141
23,05,400,223
23,04,400,223
23,30,200,100
39,13,300,141
39,21,300,141
39,23,300,141
39,38,200,141
39,10,200,141
39,40,200,141
39,05,300,223
39,04,300,223
39,30,100,100
38,13,300,141
38,21,300,141
38,23,300,141
38,39,200,141
38,10,200,141
38,40,200,141
38,05,300,223
38,04,300,223
38,30,100,100
10,13,300,141
10,21,300,141
10,23,300,141
10,39,200,141
10,38,200,141
10,40,200,141
10,05,300,223
10,04,300,223
10,30,100,100
40,13,300,141
40,21,300,141
40,23,300,141
40,39,200,141
40,38,200,141
40,10,200,141
40,05,300,223
40,04,300,223
40,30,100,100
02,01,10000000,10000000
35,01,10000000,10000000
36,01,10000000,10000000
30,86,0,50,100,200,7000,500
A9,B2,1000,500
B0,B2,300,100
88,B0,1000,500
88,A9,300,100
B2,88,1000,500
B0,A9,1000,500
05,13,400,223
05,21,400,223
05,23,400,223
05,39,300,223
05,38,300,223
05,10,300,223
05,40,300,223
05,04,400,282
05,30,200,20004,13,400,223
04,21,400,223
04,23,400,223
04,39,300,223
04,38,300,223
04,10,300,223
04,40,300,223
04,05,400,282
04,30,200,200